navigationStart,unloadEventStart,unloadEventEnd,redirectStart,redirectEnd,fetchStart,domainLookupStart,domainLookupEnd,connectStart,connectEnd,secureConnectionStart,requestStart,responseStart,responseEnd,domLoading,domInteractive,domContentLoadedEventStart,domContentLoadedEventEnd,domComplete,loadEventStart,loadEventEnd
1602525010999,0,0,0,0,1602525010999,1602525010999,1602525010999,1602525010999,1602525010999,1602525010999,1602525011000,1602525011001,1602525011001,1602525011003,1602525011263,1602525011265,1602525011266,1602525011328,1602525011328,1602525011328
1602525011472,0,0,0,0,1602525011472,1602525011472,1602525011472,1602525011472,1602525011472,1602525011472,1602525011475,1602525011477,1602525011477,1602525011490,1602525011747,1602525011749,1602525011749,1602525011811,1602525011811,1602525011811
1602525011958,0,0,0,0,1602525011957,1602525011957,1602525011957,1602525011957,1602525011957,1602525011957,1602525011964,1602525011965,1602525011965,1602525011977,1602525012244,1602525012248,1602525012248,1602525012310,1602525012310,1602525012310
1602525012466,0,0,0,0,1602525012466,1602525012466,1602525012466,1602525012466,1602525012466,1602525012466,1602525012467,1602525012468,1602525012468,1602525012472,1602525012744,1602525012748,1602525012748,1602525012808,1602525012808,1602525012808
1602525012967,0,0,0,0,1602525012967,1602525012967,1602525012967,1602525012967,1602525012967,1602525012967,1602525012970,1602525012971,1602525012971,1602525012975,1602525013246,1602525013248,1602525013248,1602525013318,1602525013318,1602525013319
1602525013531,0,0,0,0,1602525013530,1602525013530,1602525013530,1602525013530,1602525013530,1602525013530,1602525013533,1602525013534,1602525013534,1602525013538,1602525013824,1602525013836,1602525013837,1602525013880,1602525013880,1602525013880
1602525014100,0,0,0,0,1602525014099,1602525014099,1602525014099,1602525014099,1602525014099,1602525014099,1602525014102,1602525014102,1602525014103,1602525014107,1602525014383,1602525014385,1602525014385,1602525014453,1602525014453,1602525014453
1602525014598,0,0,0,0,1602525014598,1602525014598,1602525014598,1602525014598,1602525014598,1602525014598,1602525014599,1602525014599,1602525014600,1602525014602,1602525014863,1602525014865,1602525014866,1602525014928,1602525014928,1602525014928
1602525015015,0,0,0,0,1602525015015,1602525015015,1602525015015,1602525015015,1602525015015,1602525015015,1602525015016,1602525015017,1602525015017,1602525015019,1602525015276,1602525015281,1602525015281,1602525015337,1602525015337,1602525015337
1602525015449,0,0,0,0,1602525015449,1602525015449,1602525015449,1602525015449,1602525015449,1602525015449,1602525015450,1602525015451,1602525015451,1602525015453,1602525015710,1602525015715,1602525015715,1602525015774,1602525015774,1602525015774
1602525015938,0,0,0,0,1602525015937,1602525015937,1602525015937,1602525015937,1602525015937,1602525015937,1602525015942,1602525015944,1602525015944,1602525015958,1602525016234,1602525016235,1602525016236,1602525016295,1602525016295,1602525016295
1602525016382,0,0,0,0,1602525016382,1602525016382,1602525016382,1602525016382,1602525016382,1602525016382,1602525016384,1602525016384,1602525016384,1602525016386,1602525016644,1602525016650,1602525016650,1602525016710,1602525016710,1602525016711
1602525016805,0,0,0,0,1602525016804,1602525016804,1602525016804,1602525016804,1602525016804,1602525016804,1602525016808,1602525016809,1602525016810,1602525016824,1602525017081,1602525017084,1602525017084,1602525017146,1602525017146,1602525017146
1602525017282,0,0,0,0,1602525017281,1602525017281,1602525017281,1602525017281,1602525017281,1602525017281,1602525017284,1602525017284,1602525017284,1602525017287,1602525017527,1602525017530,1602525017530,1602525017594,1602525017594,1602525017594
1602525017765,0,0,0,0,1602525017765,1602525017765,1602525017765,1602525017765,1602525017765,1602525017765,1602525017767,1602525017768,1602525017768,1602525017770,1602525018016,1602525018018,1602525018018,1602525018079,1602525018079,1602525018079
1602525018223,0,0,0,0,1602525018222,1602525018222,1602525018222,1602525018222,1602525018222,1602525018222,1602525018228,1602525018228,1602525018228,1602525018249,1602525018508,1602525018509,1602525018509,1602525018578,1602525018578,1602525018579
1602525018766,0,0,0,0,1602525018765,1602525018765,1602525018765,1602525018765,1602525018765,1602525018765,1602525018768,1602525018769,1602525018769,1602525018773,1602525019059,1602525019072,1602525019072,1602525019114,1602525019115,1602525019115
1602525019265,0,0,0,0,1602525019264,1602525019264,1602525019264,1602525019264,1602525019264,1602525019264,1602525019267,1602525019267,1602525019267,1602525019270,1602525019529,1602525019531,1602525019531,1602525019594,1602525019594,1602525019594
1602525019749,0,0,0,0,1602525019749,1602525019749,1602525019749,1602525019749,1602525019749,1602525019749,1602525019750,1602525019751,1602525019751,1602525019753,1602525020009,1602525020011,1602525020012,1602525020071,1602525020071,1602525020071
1602525020240,0,0,0,0,1602525020239,1602525020239,1602525020239,1602525020239,1602525020239,1602525020239,1602525020244,1602525020246,1602525020246,1602525020262,1602525020511,1602525020515,1602525020515,1602525020572,1602525020572,1602525020572
1602525020666,0,0,0,0,1602525020666,1602525020666,1602525020666,1602525020666,1602525020666,1602525020666,1602525020667,1602525020668,1602525020668,1602525020670,1602525020936,1602525020938,1602525020938,1602525021004,1602525021004,1602525021004
1602525021133,0,0,0,0,1602525021133,1602525021133,1602525021133,1602525021133,1602525021133,1602525021133,1602525021134,1602525021135,1602525021135,1602525021137,1602525021401,1602525021403,1602525021403,1602525021462,1602525021462,1602525021462
1602525021606,0,0,0,0,1602525021606,1602525021606,1602525021606,1602525021606,1602525021606,1602525021606,1602525021610,1602525021611,1602525021611,1602525021628,1602525021891,1602525021892,1602525021893,1602525021954,1602525021954,1602525021954
1602525022081,0,0,0,0,1602525022080,1602525022080,1602525022080,1602525022080,1602525022080,1602525022080,1602525022084,1602525022085,1602525022085,1602525022089,1602525022346,1602525022348,1602525022348,1602525022414,1602525022414,1602525022414
1602525022508,0,0,0,0,1602525022507,1602525022507,1602525022507,1602525022507,1602525022507,1602525022507,1602525022513,1602525022513,1602525022513,1602525022532,1602525022798,1602525022800,1602525022800,1602525022861,1602525022861,1602525022862
1602525022999,0,0,0,0,1602525022999,1602525022999,1602525022999,1602525022999,1602525022999,1602525022999,1602525023000,1602525023001,1602525023001,1602525023003,1602525023255,1602525023257,1602525023258,1602525023318,1602525023318,1602525023318
1602525023482,0,0,0,0,1602525023481,1602525023481,1602525023481,1602525023481,1602525023481,1602525023481,1602525023483,1602525023484,1602525023484,1602525023487,1602525023755,1602525023757,1602525023757,1602525023823,1602525023823,1602525023823
1602525023999,0,0,0,0,1602525023998,1602525023998,1602525023998,1602525023998,1602525023998,1602525023998,1602525024001,1602525024001,1602525024002,1602525024007,1602525024281,1602525024291,1602525024292,1602525024331,1602525024331,1602525024331
1602525024425,0,0,0,0,1602525024424,1602525024424,1602525024424,1602525024424,1602525024424,1602525024424,1602525024433,1602525024434,1602525024435,1602525024452,1602525024715,1602525024717,1602525024718,1602525024780,1602525024780,1602525024780
1602525024882,0,0,0,0,1602525024882,1602525024882,1602525024882,1602525024882,1602525024882,1602525024882,1602525024883,1602525024884,1602525024884,1602525024886,1602525025154,1602525025156,1602525025156,1602525025218,1602525025218,1602525025218
1602525025315,0,0,0,0,1602525025314,1602525025314,1602525025314,1602525025314,1602525025314,1602525025314,1602525025316,1602525025317,1602525025317,1602525025320,1602525025575,1602525025577,1602525025577,1602525025636,1602525025637,1602525025637
1602525025732,0,0,0,0,1602525025731,1602525025731,1602525025731,1602525025731,1602525025731,1602525025731,1602525025734,1602525025734,1602525025734,1602525025737,1602525026006,1602525026008,1602525026008,1602525026068,1602525026068,1602525026068
1602525026249,0,0,0,0,1602525026248,1602525026248,1602525026248,1602525026248,1602525026248,1602525026248,1602525026250,1602525026251,1602525026251,1602525026253,1602525026518,1602525026520,1602525026520,1602525026585,1602525026585,1602525026585
1602525026757,0,0,0,0,1602525026756,1602525026756,1602525026756,1602525026756,1602525026756,1602525026756,1602525026762,1602525026764,1602525026764,1602525026782,1602525027056,1602525027058,1602525027058,1602525027118,1602525027118,1602525027118
1602525027231,0,0,0,0,1602525027231,1602525027231,1602525027231,1602525027231,1602525027231,1602525027231,1602525027233,1602525027234,1602525027234,1602525027237,1602525027495,1602525027497,1602525027497,1602525027562,1602525027562,1602525027562
1602525027699,0,0,0,0,1602525027698,1602525027698,1602525027698,1602525027698,1602525027698,1602525027698,1602525027701,1602525027702,1602525027702,1602525027704,1602525027971,1602525027973,1602525027973,1602525028035,1602525028035,1602525028035
1602525028238,0,0,0,0,1602525028237,1602525028237,1602525028237,1602525028237,1602525028237,1602525028237,1602525028244,1602525028245,1602525028245,1602525028265,1602525028527,1602525028531,1602525028532,1602525028588,1602525028588,1602525028588
1602525028688,0,0,0,0,1602525028688,1602525028688,1602525028688,1602525028688,1602525028688,1602525028688,1602525028692,1602525028693,1602525028693,1602525028718,1602525028987,1602525028989,1602525028989,1602525029051,1602525029051,1602525029051
1602525029182,0,0,0,0,1602525029181,1602525029181,1602525029181,1602525029181,1602525029181,1602525029181,1602525029184,1602525029185,1602525029185,1602525029192,1602525029477,1602525029490,1602525029490,1602525029539,1602525029540,1602525029540
1602525029666,0,0,0,0,1602525029666,1602525029666,1602525029666,1602525029666,1602525029666,1602525029666,1602525029668,1602525029668,1602525029668,1602525029671,1602525029931,1602525029933,1602525029933,1602525029995,1602525029995,1602525029995
1602525030089,0,0,0,0,1602525030089,1602525030089,1602525030089,1602525030089,1602525030089,1602525030089,1602525030093,1602525030094,1602525030094,1602525030110,1602525030374,1602525030376,1602525030376,1602525030438,1602525030438,1602525030439
1602525030540,0,0,0,0,1602525030539,1602525030539,1602525030539,1602525030539,1602525030539,1602525030539,1602525030547,1602525030548,1602525030548,1602525030568,1602525030827,1602525030831,1602525030831,1602525030890,1602525030890,1602525030890
1602525031021,0,0,0,0,1602525031020,1602525031020,1602525031020,1602525031020,1602525031020,1602525031020,1602525031028,1602525031029,1602525031029,1602525031049,1602525031331,1602525031333,1602525031334,1602525031395,1602525031395,1602525031395
1602525031482,0,0,0,0,1602525031482,1602525031482,1602525031482,1602525031482,1602525031482,1602525031482,1602525031483,1602525031484,1602525031484,1602525031487,1602525031748,1602525031750,1602525031750,1602525031813,1602525031813,1602525031814
1602525031922,0,0,0,0,1602525031922,1602525031922,1602525031922,1602525031922,1602525031922,1602525031922,1602525031927,1602525031928,1602525031928,1602525031942,1602525032194,1602525032196,1602525032196,1602525032263,1602525032263,1602525032263
1602525032349,0,0,0,0,1602525032349,1602525032349,1602525032349,1602525032349,1602525032349,1602525032349,1602525032350,1602525032351,1602525032351,1602525032354,1602525032596,1602525032598,1602525032598,1602525032662,1602525032662,1602525032662
1602525032755,0,0,0,0,1602525032754,1602525032754,1602525032754,1602525032754,1602525032754,1602525032754,1602525032760,1602525032761,1602525032761,1602525032778,1602525033029,1602525033030,1602525033031,1602525033096,1602525033096,1602525033096
1602525033189,0,0,0,0,1602525033188,1602525033188,1602525033188,1602525033188,1602525033188,1602525033188,1602525033195,1602525033196,1602525033196,1602525033218,1602525033474,1602525033476,1602525033477,1602525033816,1602525033816,1602525033817
1602525033932,0,0,0,0,1602525033931,1602525033931,1602525033931,1602525033931,1602525033931,1602525033931,1602525033934,1602525033935,1602525033935,1602525033938,1602525034188,1602525034190,1602525034191,1602525034249,1602525034249,1602525034249
1602525034382,0,0,0,0,1602525034382,1602525034382,1602525034382,1602525034382,1602525034382,1602525034382,1602525034384,1602525034385,1602525034385,1602525034392,1602525035553,1602525035570,1602525035570,1602525035616,1602525035616,1602525035617
1602525035766,0,0,0,0,1602525035766,1602525035766,1602525035766,1602525035766,1602525035766,1602525035766,1602525035768,1602525035768,1602525035768,1602525035771,1602525036029,1602525036031,1602525036031,1602525036096,1602525036096,1602525036096
1602525036282,0,0,0,0,1602525036281,1602525036281,1602525036281,1602525036281,1602525036281,1602525036281,1602525036284,1602525036285,1602525036285,1602525036289,1602525036544,1602525036548,1602525036548,1602525036607,1602525036607,1602525036607
1602525036732,0,0,0,0,1602525036732,1602525036732,1602525036732,1602525036732,1602525036732,1602525036732,1602525036733,1602525036735,1602525036735,1602525036738,1602525036994,1602525036997,1602525036998,1602525037057,1602525037057,1602525037057
1602525037183,0,0,0,0,1602525037183,1602525037183,1602525037183,1602525037183,1602525037183,1602525037183,1602525037185,1602525037185,1602525037185,1602525037190,1602525037453,1602525037455,1602525037455,1602525037517,1602525037517,1602525037518
1602525037632,0,0,0,0,1602525037631,1602525037631,1602525037631,1602525037631,1602525037631,1602525037631,1602525037633,1602525037635,1602525037635,1602525037638,1602525037906,1602525037907,1602525037908,1602525037972,1602525037972,1602525037972
1602525038115,0,0,0,0,1602525038115,1602525038115,1602525038115,1602525038115,1602525038115,1602525038115,1602525038117,1602525038117,1602525038117,1602525038122,1602525038389,1602525038391,1602525038391,1602525038453,1602525038453,1602525038454
1602525038581,0,0,0,0,1602525038581,1602525038581,1602525038581,1602525038581,1602525038581,1602525038581,1602525038583,1602525038583,1602525038583,1602525038587,1602525038840,1602525038843,1602525038843,1602525038905,1602525038905,1602525038905
1602525038998,0,0,0,0,1602525038998,1602525038998,1602525038998,1602525038998,1602525038998,1602525038998,1602525038999,1602525039000,1602525039000,1602525039003,1602525039268,1602525039269,1602525039269,1602525039333,1602525039333,1602525039333
1602525039612,0,0,0,0,1602525039612,1602525039612,1602525039612,1602525039612,1602525039612,1602525039612,1602525039620,1602525039620,1602525039620,1602525039637,1602525039916,1602525039926,1602525039926,1602525039979,1602525039979,1602525039979
1602525040081,0,0,0,0,1602525040081,1602525040081,1602525040081,1602525040081,1602525040081,1602525040081,1602525040083,1602525040083,1602525040083,1602525040086,1602525040345,1602525040347,1602525040348,1602525040415,1602525040415,1602525040415
1602525040556,0,0,0,0,1602525040555,1602525040555,1602525040555,1602525040555,1602525040555,1602525040555,1602525040561,1602525040561,1602525040561,1602525040575,1602525040837,1602525040839,1602525040839,1602525040897,1602525040898,1602525040898
1602525040999,0,0,0,0,1602525040998,1602525040998,1602525040998,1602525040998,1602525040998,1602525040998,1602525041000,1602525041001,1602525041001,1602525041004,1602525041245,1602525041247,1602525041247,1602525041588,1602525041589,1602525041589
1602525041726,0,0,0,0,1602525041726,1602525041726,1602525041726,1602525041726,1602525041726,1602525041726,1602525041728,1602525041728,1602525041728,1602525041736,1602525041994,1602525041995,1602525041996,1602525042061,1602525042061,1602525042061
1602525042235,0,0,0,0,1602525042234,1602525042234,1602525042234,1602525042234,1602525042234,1602525042234,1602525042237,1602525042238,1602525042238,1602525042243,1602525042503,1602525042504,1602525042504,1602525042564,1602525042564,1602525042564
1602525042666,0,0,0,0,1602525042666,1602525042666,1602525042666,1602525042666,1602525042666,1602525042666,1602525042667,1602525042668,1602525042669,1602525042671,1602525042920,1602525042922,1602525042922,1602525042989,1602525042989,1602525042989
1602525043081,0,0,0,0,1602525043081,1602525043081,1602525043081,1602525043081,1602525043081,1602525043081,1602525043082,1602525043083,1602525043083,1602525043086,1602525043323,1602525043325,1602525043326,1602525043390,1602525043390,1602525043390
1602525043521,0,0,0,0,1602525043521,1602525043521,1602525043521,1602525043521,1602525043521,1602525043521,1602525043527,1602525043528,1602525043528,1602525043544,1602525043810,1602525043814,1602525043815,1602525043876,1602525043877,1602525043877
1602525044098,0,0,0,0,1602525044097,1602525044097,1602525044097,1602525044097,1602525044097,1602525044097,1602525044100,1602525044100,1602525044100,1602525044103,1602525044355,1602525044357,1602525044357,1602525044423,1602525044423,1602525044423
1602525044597,0,0,0,0,1602525044597,1602525044597,1602525044597,1602525044597,1602525044597,1602525044597,1602525044599,1602525044600,1602525044600,1602525044605,1602525044883,1602525044897,1602525044897,1602525044932,1602525044932,1602525044932
1602525045115,0,0,0,0,1602525045114,1602525045114,1602525045114,1602525045114,1602525045114,1602525045114,1602525045116,1602525045118,1602525045118,1602525045122,1602525045374,1602525045376,1602525045376,1602525045440,1602525045440,1602525045440
1602525045549,0,0,0,0,1602525045549,1602525045549,1602525045549,1602525045549,1602525045549,1602525045549,1602525045551,1602525045552,1602525045552,1602525045555,1602525045818,1602525045820,1602525045821,1602525045880,1602525045880,1602525045880
1602525046049,0,0,0,0,1602525046048,1602525046048,1602525046048,1602525046048,1602525046048,1602525046048,1602525046050,1602525046051,1602525046051,1602525046055,1602525046298,1602525046300,1602525046301,1602525046363,1602525046363,1602525046363
1602525046465,0,0,0,0,1602525046465,1602525046465,1602525046465,1602525046465,1602525046465,1602525046465,1602525046467,1602525046468,1602525046468,1602525046470,1602525046736,1602525046738,1602525046738,1602525046796,1602525046796,1602525046797
1602525046898,0,0,0,0,1602525046898,1602525046898,1602525046898,1602525046898,1602525046898,1602525046898,1602525046900,1602525046901,1602525046901,1602525046903,1602525047148,1602525047150,1602525047151,1602525047212,1602525047212,1602525047212
1602525047333,0,0,0,0,1602525047333,1602525047333,1602525047333,1602525047333,1602525047333,1602525047333,1602525047335,1602525047336,1602525047336,1602525047341,1602525047597,1602525047599,1602525047599,1602525047770,1602525047770,1602525047770
1602525047866,0,0,0,0,1602525047865,1602525047865,1602525047865,1602525047865,1602525047865,1602525047865,1602525047868,1602525047868,1602525047868,1602525047871,1602525048117,1602525048119,1602525048119,1602525048180,1602525048180,1602525048180
1602525048331,0,0,0,0,1602525048331,1602525048331,1602525048331,1602525048331,1602525048331,1602525048331,1602525048333,1602525048333,1602525048334,1602525048337,1602525048593,1602525048597,1602525048597,1602525048656,1602525048656,1602525048656
1602525048788,0,0,0,0,1602525048787,1602525048787,1602525048787,1602525048787,1602525048787,1602525048787,1602525048793,1602525048795,1602525048795,1602525048815,1602525049065,1602525049066,1602525049067,1602525049129,1602525049129,1602525049129
1602525049281,0,0,0,0,1602525049281,1602525049281,1602525049281,1602525049281,1602525049281,1602525049281,1602525049282,1602525049284,1602525049284,1602525049287,1602525049540,1602525049542,1602525049543,1602525049606,1602525049606,1602525049606
1602525049815,0,0,0,0,1602525049815,1602525049815,1602525049815,1602525049815,1602525049815,1602525049815,1602525049816,1602525049818,1602525049818,1602525049822,1602525050091,1602525050104,1602525050104,1602525050147,1602525050147,1602525050147
1602525050249,0,0,0,0,1602525050248,1602525050248,1602525050248,1602525050248,1602525050248,1602525050248,1602525050250,1602525050252,1602525050252,1602525050256,1602525050520,1602525050522,1602525050522,1602525050587,1602525050587,1602525050588
1602525050690,0,0,0,0,1602525050689,1602525050689,1602525050689,1602525050689,1602525050689,1602525050689,1602525050699,1602525050701,1602525050701,1602525050721,1602525050994,1602525050996,1602525050997,1602525051072,1602525051072,1602525051072
1602525051166,0,0,0,0,1602525051166,1602525051166,1602525051166,1602525051166,1602525051166,1602525051166,1602525051168,1602525051168,1602525051168,1602525051173,1602525051422,1602525051424,1602525051424,1602525051520,1602525051520,1602525051521
1602525051615,0,0,0,0,1602525051615,1602525051615,1602525051615,1602525051615,1602525051615,1602525051615,1602525051617,1602525051618,1602525051618,1602525051621,1602525051881,1602525051883,1602525051883,1602525051945,1602525051945,1602525051946
1602525052115,0,0,0,0,1602525052115,1602525052115,1602525052115,1602525052115,1602525052115,1602525052115,1602525052116,1602525052118,1602525052118,1602525052121,1602525052377,1602525052381,1602525052381,1602525052442,1602525052442,1602525052442
1602525052532,0,0,0,0,1602525052532,1602525052532,1602525052532,1602525052532,1602525052532,1602525052532,1602525052533,1602525052534,1602525052534,1602525052539,1602525052795,1602525052797,1602525052798,1602525052860,1602525052860,1602525052861
1602525052948,0,0,0,0,1602525052948,1602525052948,1602525052948,1602525052948,1602525052948,1602525052948,1602525052950,1602525052950,1602525052950,1602525052955,1602525053212,1602525053214,1602525053215,1602525053278,1602525053278,1602525053278
1602525053366,0,0,0,0,1602525053365,1602525053365,1602525053365,1602525053365,1602525053365,1602525053365,1602525053368,1602525053369,1602525053369,1602525053374,1602525053627,1602525053631,1602525053631,1602525053691,1602525053691,1602525053691
